messages,target
"[{""role"": ""user"", ""content"": ""Walmart""}]",I love you too bun bun I got paid yesterday and was shorted $100
"[{""role"": ""user"", ""content"": ""What would you like to do today?""}]",Either go out for a cup of coffee or just shill at your guys' place and have some coffee and just talk and hang out and maybe play in the snow
"[{""role"": ""user"", ""content"": ""If I can do anything to help let me know sweetheart ??""}, {""role"": ""assistant"", ""content"": ""1 hour down :)""}, {""role"": ""user"", ""content"": ""Ik I just really want to be with u.""}, {""role"": ""assistant"", ""content"": ""Why do you keep leaving and joking? Joining*""}, {""role"": ""user"", ""content"": ""I was getting kicked""}, {""role"": ""assistant"", ""content"": ""Why? Whoah What happened?""}, {""role"": ""user"", ""content"": ""Idk it was really weird. I am mining rn tho""}, {""role"": ""assistant"", ""content"": ""That's nice sweety :)) Dude the free look mod is broken cause you can xray""}, {""role"": ""user"", ""content"": ""Wait what? Wym you can xray""}]",You can clip through the ground and see the caves n stuff You did a lot of work I saw and you did and great job baby
"[{""role"": ""user"", ""content"": ""Morning ?? how did you sleep?""}, {""role"": ""assistant"", ""content"": ""I want 3 things Hot tea, warm nog, and French fast Toast*""}, {""role"": ""user"", ""content"": ""That sounds nice?? haven't tried nog tho. Love tea tho""}, {""role"": ""assistant"", ""content"": ""Nog is very sweet and heavy""}, {""role"": ""user"", ""content"": ""Ok fair ??. So what you going to do today?? I'm excited to come back to campus""}, {""role"": ""assistant"", ""content"": ""I have nothing planned, do you have tweezers?""}, {""role"": ""user"", ""content"": ""Fair uuummm idk it have to look. Why??""}, {""role"": ""assistant"", ""content"": ""I need it to finish a 3ds repair""}, {""role"": ""user"", ""content"": ""Oh ok fair I'll look and see what I have .""}, {""role"": ""assistant"", ""content"": ""OMG MONOPOLY I HAVE A SET TOO HUT DUNGEOKNS AND DRAGONS IS FUCKING BALLER Plus it just has a very pleasing look""}, {""role"": ""user"", ""content"": ""It was yesterday but it's fine. I never took off your braclet.  I was more than happy ??. And wait will u play monopoly with me?????? no one will ever play it with me""}, {""role"": ""assistant"", ""content"": ""NO NO NO NO NO IM SORRY I listen when you tell me things I promise I'm just bad at remembering stuff in general please understand Yeah I'll play monopoly My bracelet isn't my gift for you ??, I'm broke but I'm figuring it out""}, {""role"": ""user"", ""content"": ""Seriously it's ok, not a big deal. I don't really see my birthday as a big thing honestly.  And I would love to play monopoly with u??????. U don't need to get me anything,  as I said ok. You being here, being around me is more than enough for me""}, {""role"": ""assistant"", ""content"": ""Would you rather me play monopoly with you as your gift?""}, {""role"": ""user"", ""content"": ""Yes please ??????""}, {""role"": ""assistant"", ""content"": ""Okay then that settles that""}, {""role"": ""user"", ""content"": ""???????? thank u. All I want is to spend time with u, I expect nothing else????""}, {""role"": ""assistant"", ""content"": ""I'm sorry if it ends up being me pulling you long the ride like Percy, but it's just easier to show you then tell you How good are you at like climbing and stuff?""}, {""role"": ""user"", ""content"": ""That's fine???? and haven't claimed a tree in a while but I'm pretty sure I could do it""}, {""role"": ""assistant"", ""content"": ""Yeah I should be fine relatively None of your stuff fits ??""}, {""role"": ""user"", ""content"": ""Ik my stuff wouldn't fit u silly.  I mean I just want to make sure u are warm and ok. I'm a women's medium I don't expand that to fit u????""}]",I'm literally a means large ?? yeah so I don't foresee how we would achieve such a thing
"[{""role"": ""user"", ""content"": ""Yes, how much does bubby need?""}, {""role"": ""assistant"", ""content"": ""I could make ramen or pancakes instead of you want""}, {""role"": ""user"", ""content"": ""It's ok honey, u don't have to keep eating the same thing over and over. I'll send u 40""}, {""role"": ""assistant"", ""content"": ""Are you sure bunny? ??""}, {""role"": ""user"", ""content"": ""Yep, already sent ??""}, {""role"": ""assistant"", ""content"": ""Promise it's not too much? I know we're trying to save""}, {""role"": ""user"", ""content"": ""It's ok, it's for food, I am never going to let u go without food""}, {""role"": ""assistant"", ""content"": ""Thank you so much bunny ?? I love you very much ??????""}, {""role"": ""user"", ""content"": ""Of course and I love u too bubby""}, {""role"": ""assistant"", ""content"": ""The McDonald's was delicious ?? Thank you bunny""}, {""role"": ""user"", ""content"": ""I'm glad, your welcome lovey""}, {""role"": ""assistant"", ""content"": ""I'm so thankful for you, you're the best soulmate in the world :)""}, {""role"": ""user"", ""content"": ""Awe your so sweet. I love u so much. I can't wait to marry you""}, {""role"": ""assistant"", ""content"": ""I can't wait to marry you ?? can bubby play games?""}, {""role"": ""user"", ""content"": ""Of course sweetheart ??""}, {""role"": ""assistant"", ""content"": ""I love you so much I miss your adorable ass :)""}, {""role"": ""user"", ""content"": ""And I love u, and I miss u too bubby lol""}, {""role"": ""assistant"", ""content"": ""6 days!!! LESS THAN A WEEK""}, {""role"": ""user"", ""content"": ""6 days""}, {""role"": ""assistant"", ""content"": ""Of course bunny, later tonight we can watch bideos!!!""}, {""role"": ""user"", ""content"": ""Yes please, I'd like that a lot""}]",Me too :) I wish my back would stop hurting though :(
"[{""role"": ""user"", ""content"": ""Can I come back??""}, {""role"": ""assistant"", ""content"": ""Pop some of that pumpkin spice yogurt in there to make it less frozen, maybe a tiny bit of creamer, stuff like that Sure""}, {""role"": ""user"", ""content"": ""I'm coming, my world is just spiraling and idk how to fix it. The only thing that's making it bearable is you. And I can't do this without you ????""}, {""role"": ""assistant"", ""content"": ""But how is it spinning? What changed?""}, {""role"": ""user"", ""content"": ""Ok well that kitties are ok but the porch door was open when I got home""}]",HOLY FUCK They're accounted for? I bet the dud enjoy the air a bit lol
"[{""role"": ""user"", ""content"": ""I feel nothing.  And she has had 4 or 5 i think""}, {""role"": ""assistant"", ""content"": ""Oooo that's good to hear, how far are you guys?""}, {""role"": ""user"", ""content"": ""We are sitting on the patio. It's dead hear. Which is good since I want to go home""}]",Wait really?? That's surprising
"[{""role"": ""user"", ""content"": ""Ok I love u so much good luck and if they don't let me come up there we can always meet down here for a weekend""}, {""role"": ""assistant"", ""content"": ""That's true. I love you a lot. I on break A customer commented on my managers ass (whose 16) and was trying to talk to me about it and I straight looked at him and was like \""she's 15\""""}, {""role"": ""user"", ""content"": ""Oooofffff""}, {""role"": ""assistant"", ""content"": ""DID YOU JUST DAY CRINGE??? I love you""}, {""role"": ""user"", ""content"": ""Yes lol ??I love u too""}]",Yeah it was really cringe He even like was blown back by my statement Like he knew what he said was wrong lol
"[{""role"": ""user"", ""content"": ""Lol""}, {""role"": ""assistant"", ""content"": ""Both""}, {""role"": ""user"", ""content"": ""Ahh I see""}]","Yeah and marques let him in I think, would you rather we take him out?"
"[{""role"": ""user"", ""content"": ""WILL you please do that?""}]","YES I will do that lol ?? 
Something with a good cpu and RAM and battery life"
"[{""role"": ""user"", ""content"": ""I am emailing Lazar because I cannot continue in this course if it continues like this since the Final Presentation is worth 10% of our grade in the course. And I can't take a hit to my GPA. I'm hoping maybe he can discuss with me""}]","My thkng is just that none of this applies. Our audience is of people who already did this or already had a product. We're just replicating it. We're not asking for funding, we're just showing them that we can do it too I'm not leaving it because I'm interested in this stuff but I don't blame you for a single second"
"[{""role"": ""user"", ""content"": ""Did you know that you can check the IRS website to see if you get this stimulus payment that's being deposited? You need your social security number.""}, {""role"": ""assistant"", ""content"": ""Oh cool How do I see that. ?*""}, {""role"": ""user"", ""content"": ""I'm not sure if the person has to be 18 or older or 17.""}]",Google says yes and it's 3600. Only question is whether or not my dad gets it instead of me
"[{""role"": ""user"", ""content"": ""It's ok I love u""}, {""role"": ""assistant"", ""content"": ""It is very cold out and im sorry your forgor your stuff I love you too. Bubby i not doing well at all""}, {""role"": ""user"", ""content"": ""It's ok, what can I do bubby?""}, {""role"": ""assistant"", ""content"": ""It's fine I'm okay just depressed""}, {""role"": ""user"", ""content"": ""Awe I'm sorry honey, I wish I could cheer u up. I love u so much""}, {""role"": ""assistant"", ""content"": ""it's fine. I love you too bunny Hows work?""}, {""role"": ""user"", ""content"": ""It's boring""}, {""role"": ""assistant"", ""content"": ""Better than my day at least. I love you a lot and I'm not going to CSC today :(""}, {""role"": ""user"", ""content"": ""Ok I love u sweetheart ?? you are amazing""}]",No I'm just fuckin lucky
"[{""role"": ""user"", ""content"": ""What""}, {""role"": ""assistant"", ""content"": ""My plan was to just split my paycheck between you guys""}, {""role"": ""user"", ""content"": ""Pay your probation""}]",I fucking hate my life I wont be able to pay my phone bill
"[{""role"": ""user"", ""content"": ""Fair and we will figure it Out. I promise, we got this as long as we have each other""}, {""role"": ""assistant"", ""content"": ""Did you like my message? :(""}, {""role"": ""user"", ""content"": ""I loved your message sweetheart. It made me feel much better""}, {""role"": ""assistant"", ""content"": ""I figured lol. I don't think I'll have time to make it to the counseling center. Idk we'll find out""}, {""role"": ""user"", ""content"": ""Ok I love you ??""}, {""role"": ""assistant"", ""content"": ""Brandon App ?""}, {""role"": ""user"", ""content"": ""????""}, {""role"": ""assistant"", ""content"": ""I got done with the Brandon appointment Do I go to my 2pm?""}, {""role"": ""user"", ""content"": ""Oh ok, and up to you my love. What do u want to do?""}]",Idk :(
"[{""role"": ""user"", ""content"": ""Ok""}, {""role"": ""assistant"", ""content"": ""Not gonna ask about the cheezit process?""}, {""role"": ""user"", ""content"": ""Id rather hear it in the discord""}, {""role"": ""assistant"", ""content"": ""Valid""}, {""role"": ""user"", ""content"": ""Thank god I dont gotta bring my kid""}, {""role"": ""assistant"", ""content"": ""You're welcome""}, {""role"": ""user"", ""content"": ""Its just a hassle and I wanna get you fucked up""}, {""role"": ""assistant"", ""content"": ""You can bring Hayley""}, {""role"": ""user"", ""content"": ""Like imma have to bring both you up the stairs fucked up""}]",I made the post as a kind of open invitation Fuck yes
"[{""role"": ""user"", ""content"": ""Morning bubby ??""}]","Sorry I fell asleep watching tiktok, how did you sleep?"
"[{""role"": ""user"", ""content"": ""What is his reason?""}, {""role"": ""assistant"", ""content"": ""It's a school night""}, {""role"": ""user"", ""content"": ""Why don't you spend the weekend with us.""}, {""role"": ""assistant"", ""content"": ""I have work""}, {""role"": ""user"", ""content"": ""What time is you driver's license test on April 9?""}, {""role"": ""assistant"", ""content"": ""300pm""}, {""role"": ""user"", ""content"": ""Excellent!\nSo coming here this summer is still a go as far as we are concerned.\nYou will have a bed downstairs and a bathroom in the room.\nWe'll have food and snacks that you like.\nIt will be a good time.""}, {""role"": ""assistant"", ""content"": ""Awesome, but you have to convince my dad""}, {""role"": ""user"", ""content"": ""You are welcome to come even before then. There's a McDonald's close by that you could possibly transfer to.\nYour mama works part time and will have a lot of time to spend with you.""}, {""role"": ""assistant"", ""content"": ""Coolio""}, {""role"": ""user"", ""content"": ""Well, from my understanding, your parents have joint custody of you so you can come here without his permission, if you're okay with that.""}]",He will take it to court probably
"[{""role"": ""user"", ""content"": ""Morning ?? how did you sleep?""}, {""role"": ""assistant"", ""content"": ""I want 3 things Hot tea, warm nog, and French fast Toast*""}, {""role"": ""user"", ""content"": ""That sounds nice?? haven't tried nog tho. Love tea tho""}, {""role"": ""assistant"", ""content"": ""Nog is very sweet and heavy""}, {""role"": ""user"", ""content"": ""Ok fair ??. So what you going to do today?? I'm excited to come back to campus""}, {""role"": ""assistant"", ""content"": ""I have nothing planned, do you have tweezers?""}, {""role"": ""user"", ""content"": ""Fair uuummm idk it have to look. Why??""}]",I need it to finish a 3ds repair
"[{""role"": ""user"", ""content"": ""Morning ????""}, {""role"": ""assistant"", ""content"": ""I'm omw halfway there :( :)** <3""}, {""role"": ""user"", ""content"": ""I'm omw baby. We are so close to being together""}, {""role"": ""assistant"", ""content"": ""I know I'm so excited""}, {""role"": ""user"", ""content"": ""??????????""}, {""role"": ""assistant"", ""content"": ""Is the text I sent in the gc too mean, I feel bad But I'm also super happy cause I get to see you!! I lied earlier on accident, now I'm halfway I left my keys back at the house ??""}, {""role"": ""user"", ""content"": ""I'm sorry, baby.""}, {""role"": ""assistant"", ""content"": ""What's the protocol? Also I've got about 45 minutes""}, {""role"": ""user"", ""content"": ""45 minutes for what?""}, {""role"": ""assistant"", ""content"": ""Till I get there Baby what am I going to do about my keys? ??""}, {""role"": ""user"", ""content"": ""I am 10 minutes away.""}, {""role"": ""assistant"", ""content"": ""Lucky""}, {""role"": ""user"", ""content"": ""I will have to talk to the front desk with you.""}, {""role"": ""assistant"", ""content"": ""Alrighty then, I love you so much 40 minutes :)""}, {""role"": ""user"", ""content"": ""I love you, too.""}, {""role"": ""assistant"", ""content"": ""Bout 20 minutes ????""}, {""role"": ""user"", ""content"": ""I'm here""}, {""role"": ""assistant"", ""content"": ""I'm almost there ??""}, {""role"": ""user"", ""content"": ""??""}, {""role"": ""assistant"", ""content"": ""10 minutes""}, {""role"": ""user"", ""content"": ""??""}]",Where can we park if you know Here :)
"[{""role"": ""user"", ""content"": ""We love you sweetheart ??""}, {""role"": ""assistant"", ""content"": ""The bus to the justice center doesn't depart for another hour and a half so I have to walk some of the way""}, {""role"": ""user"", ""content"": ""Awe I'm sorry my love""}, {""role"": ""assistant"", ""content"": ""I made it to probation late but I told them I would be My mustache was frozen when I walked in""}, {""role"": ""user"", ""content"": ""Awe ?? u got this sweetie ??""}, {""role"": ""assistant"", ""content"": ""Everything went well But now I gotta get back home""}, {""role"": ""user"", ""content"": ""I'm so glad. Just finishing class. Have maybe 10 minutes left""}, {""role"": ""assistant"", ""content"": ""Think you can pick me up when you're done? It's okay if not""}, {""role"": ""user"", ""content"": ""Probably ya. If u send me an address.  I need to move my car anyway""}, {""role"": ""assistant"", ""content"": ""I'll start walking anyways to keep warm Gimme a sec to give you a redevous Rendezvous""}, {""role"": ""user"", ""content"": ""Ok""}]",Delaware County Adult Probation Fuck me Just please get me here
"[{""role"": ""user"", ""content"": ""Morning bubby, I did thank u bubby ??""}, {""role"": ""assistant"", ""content"": ""You're welcome :)""}, {""role"": ""user"", ""content"": ""How did bubby sleep?""}, {""role"": ""assistant"", ""content"": ""I slept well. Well rested I am. I'm trying to see if I can pull a fast one on the landlords when it comes to percys rabies shot. He obviously needs it bad since his expired this year, but I'm hoping they won't notice it on the shot sheet Also vet places around here are booked until september""}, {""role"": ""user"", ""content"": ""Great ok, we will have to find one in muncie at some point thwn""}, {""role"": ""assistant"", ""content"": ""I don't know what they want me to say, I can't get him to vet where I am. I can get him to one in the city but not in the suburbs""}, {""role"": ""user"", ""content"": ""Ok, we will deal with it when it comes""}, {""role"": ""assistant"", ""content"": ""Yeah idk what I can do. If they're booked then they're booked""}, {""role"": ""user"", ""content"": ""We will figure something out if they have a big issue with it""}, {""role"": ""assistant"", ""content"": ""I love you so much, and I'm very happy and proud of you for everything you've done Here is an update on our cutting board""}, {""role"": ""user"", ""content"": ""I love you so much too. I love you more than anything. And I love the board so far, it's beautiful""}]",Dude they're having a problem with percys ESA letter because there isn't a licensed doctor number on it or Percy's name I'm so fucking tired of this
"[{""role"": ""user"", ""content"": ""6:30 ?""}, {""role"": ""assistant"", ""content"": ""Sure""}, {""role"": ""user"", ""content"": ""hey imma hop in the shower rq and then if ur done we can ft""}]",I just finished so cal me when youre done :)
"[{""role"": ""user"", ""content"": ""thank u ??????????""}]","If you want, I penciled in myself a lunch every Monday Wednesday and Friday from 1-2 in between work and class, you can come stop by and have lunch whenever you want No I get it. Im super bummed because I can't work an off-campus job because of the balance of work and study"
"[{""role"": ""user"", ""content"": ""I love u too, I want a hug""}]","Me too, I'm at home if you want one <3"
"[{""role"": ""user"", ""content"": ""Ok ???? just double checking my love. I am just collecting stuff for class afterwords""}]",Okay I love you
"[{""role"": ""user"", ""content"": ""Awesome bro!!!""}]",IM SO FREAKING EXCITED
"[{""role"": ""user"", ""content"": ""Nnnnooooo baby wants bubby call tonight.  Really bad. And no u didn't tell me but I'm glad. I think it will be better for u, I'm proud of u bubby. And I love u so much""}, {""role"": ""assistant"", ""content"": ""I on break :)""}, {""role"": ""user"", ""content"": ""Hi bubby !!!!!!!!""}]",Hi bunny My fuel tanks are fuckin empty dog. Like there is a pinched nerve in my foot and now my toe hurts a lot
"[{""role"": ""user"", ""content"": ""Youre good! Whenever works""}, {""role"": ""assistant"", ""content"": ""I'm free all day, just lmk what time works best for you""}, {""role"": ""user"", ""content"": ""Okay, Ill let you know when I get up in the morning""}]",Deal. Have a good night and sleep well
"[{""role"": ""user"", ""content"": ""Idk I didn't talk to the hiring manager so""}, {""role"": ""assistant"", ""content"": ""What was in it?""}, {""role"": ""user"", ""content"": ""The stuff Nana sent""}]",is it all there?
"[{""role"": ""user"", ""content"": ""U do, I'll be leaving soon for muncie""}, {""role"": ""assistant"", ""content"": ""Hehehe yay What's for breakfast?""}, {""role"": ""user"", ""content"": ""Butter milk pancakes""}, {""role"": ""assistant"", ""content"": ""You know, where I come from, buttermilk comes in everything so we just call them pancakes ?? I'm jk I'm excited for you""}, {""role"": ""user"", ""content"": ""Ok????, and hey when I come home I see u so??""}, {""role"": ""assistant"", ""content"": ""Very true :)""}, {""role"": ""user"", ""content"": ""On my way to Muncie ??""}]",Awesome I'm eating in the game room with the guys I'm just waiting for you to get here :)
"[{""role"": ""user"", ""content"": ""That's ok baby. I'm proud of everything u have accomplished.  I saved less this month so we could pay for some trip related stuff if we need to""}, {""role"": ""assistant"", ""content"": ""I was going to tap into my savings for that too ??""}, {""role"": ""user"", ""content"": ""I have 500 in my account that I have set aside for Gas and everything else having to to with the trip. I can bring your money as well if u want me to""}, {""role"": ""assistant"", ""content"": ""You're very very cute Thank you bunny. You're also very responsible :)""}, {""role"": ""user"", ""content"": ""Of course baby plans??""}, {""role"": ""assistant"", ""content"": ""I'm so excited!!""}, {""role"": ""user"", ""content"": ""Me too bubby ?? I just need to keep enough for gas to and from then we can spend the rest if we want to ??""}, {""role"": ""assistant"", ""content"": ""Whoa really??""}, {""role"": ""user"", ""content"": ""On server not in real life lol""}, {""role"": ""assistant"", ""content"": ""Oh, well that's fine :)""}, {""role"": ""user"", ""content"": ""Lol I love u bubby""}, {""role"": ""assistant"", ""content"": ""I love you too, and you don't have to bunny, we already agreed on it""}, {""role"": ""user"", ""content"": ""I'd still ask as a curtesy especially with Percy involved""}]","Aw bunny :( I wish you would've said something earlier, I can play but I'll need a minute. I love you very much. What are you watching?"
"[{""role"": ""user"", ""content"": ""can u guys meet me out like i really wanna go out and this place is so lame ??????""}, {""role"": ""assistant"", ""content"": ""Well if I go Ariel won't, but I do Ariel has one condition I get home safe""}, {""role"": ""user"", ""content"": ""i will make that happen ill drink less""}, {""role"": ""assistant"", ""content"": ""Ariel said that's okay""}, {""role"": ""user"", ""content"": ""tell her i will drink 3 shots throughout the night and be done""}, {""role"": ""assistant"", ""content"": ""Lemme get some pants on""}, {""role"": ""user"", ""content"": ""u are the very fcuking bestest like i got all dressed up tonight and just wanna have a party""}, {""role"": ""assistant"", ""content"": ""Alright dighty I've got pants on now""}, {""role"": ""user"", ""content"": ""ha okay ill be there around 10:30, gives me 15 to sober up and then my drive time ????""}, {""role"": ""assistant"", ""content"": ""Okay lol""}, {""role"": ""user"", ""content"": ""love uuuu""}]",Love u too Anna
"[{""role"": ""user"", ""content"": ""i respect it""}, {""role"": ""assistant"", ""content"": ""Oh shit we can play Fortnite too ??""}, {""role"": ""user"", ""content"": ""true story""}, {""role"": ""assistant"", ""content"": ""PS5 ?!! Damn""}, {""role"": ""user"", ""content"": ""yeah i love it sm""}, {""role"": ""assistant"", ""content"": ""Is it just the graphics or the good feel of the controller?""}, {""role"": ""user"", ""content"": ""both bro irs so good""}]",Have you played the new Spider-Man yet?
"[{""role"": ""user"", ""content"": ""??""}, {""role"": ""assistant"", ""content"": ""I love you and Iiss you Miss*""}, {""role"": ""user"", ""content"": ""I love and miss u too my love ??""}, {""role"": ""assistant"", ""content"": ""I wish I could enjoy this coffee with you :( That would be nice. I can have coffee and you can have tea :)""}, {""role"": ""user"", ""content"": ""Me too baby ?? I miss u so much""}]",Nothing feels the same ?? I miss you taking all my time
"[{""role"": ""user"", ""content"": ""????????????????????????????????????""}, {""role"": ""assistant"", ""content"": ""Good morning bumny Bunny*""}, {""role"": ""user"", ""content"": ""Morning ??""}, {""role"": ""assistant"", ""content"": ""Tired. I work today from 3-930""}, {""role"": ""user"", ""content"": ""Awe I sorry,  at least its not 3 am again.""}, {""role"": ""assistant"", ""content"": ""That's true. And I'll only be there till 9:30 but still sucks""}, {""role"": ""user"", ""content"": ""Ik I'm proud of u for doing it even though u don't like it""}, {""role"": ""assistant"", ""content"": ""Yeah it's money for the apartment so it's fine""}, {""role"": ""user"", ""content"": ""I love u ??  so much baby""}, {""role"": ""assistant"", ""content"": ""You're the best girlfriend ever and I enjoyed our call last night :) how has your day been?""}, {""role"": ""user"", ""content"": ""Me too and your the best bf ever bubby. And it's been ok . I miss u, not just in a cuddley way (??). But I'm just being lazy today so . Lol ??""}, {""role"": ""assistant"", ""content"": ""You're adorable and I miss you like that everyday""}, {""role"": ""user"", ""content"": ""Lol, really ??""}, {""role"": ""assistant"", ""content"": ""Good :) I gotta leave now. I love you""}, {""role"": ""user"", ""content"": ""Ok I love u, call tonight ???? after u get off""}, {""role"": ""assistant"", ""content"": ""Yes of course. I love you very much ?? I gotta clock in soon. I'm soaked from rain because it was raining""}, {""role"": ""user"", ""content"": ""Awe we love that""}, {""role"": ""assistant"", ""content"": ""I'm in backdrive now""}, {""role"": ""user"", ""content"": ""Back drive?""}]",Cash and orders
"[{""role"": ""user"", ""content"": ""I just waiting now they are setting up""}, {""role"": ""assistant"", ""content"": ""Setting up the drive through thingy? Also I'm omw we'll be there at 10:45""}, {""role"": ""user"", ""content"": ""Yep""}, {""role"": ""assistant"", ""content"": ""That's okay, are you in line or going to be first?""}, {""role"": ""user"", ""content"": ""I believe I'm going to be first ya""}, {""role"": ""assistant"", ""content"": ""Yay!!! I love you so much Only 3 hours until we get there :) Time zone has changed I'm pretty sure How's the appraisal going?""}, {""role"": ""user"", ""content"": ""Just finally finished""}, {""role"": ""assistant"", ""content"": ""Has anyone come over for utilities or wifi yet?""}, {""role"": ""user"", ""content"": ""Nope""}, {""role"": ""assistant"", ""content"": ""Well I guess that's nice, just make sure you don't leave the apartment for too long. If they come and no one answers within 3 knocks then they will leave :(""}, {""role"": ""user"", ""content"": ""Ok I'm going to clean. I'm kinda freaking out by myself  so""}, {""role"": ""assistant"", ""content"": ""What's wrong bunny?""}, {""role"": ""user"", ""content"": ""I want bubby, he makes me feel safe.""}, {""role"": ""assistant"", ""content"": ""I understand, I want my bunny too ?? but I'm only about 2 hours out of that. We're finally having our forever""}, {""role"": ""user"", ""content"": ""Finally,  I love you""}, {""role"": ""assistant"", ""content"": ""I love you too. About one hour out :))""}, {""role"": ""user"", ""content"": ""Ok baby cleaning""}, {""role"": ""assistant"", ""content"": ""Is baby happy?""}, {""role"": ""user"", ""content"": ""Baby will be when you get home""}, {""role"": ""assistant"", ""content"": ""Bubby's coming home""}, {""role"": ""user"", ""content"": ""That's all I want""}, {""role"": ""assistant"", ""content"": ""Okay how's that going?""}, {""role"": ""user"", ""content"": ""Ok so far""}, {""role"": ""assistant"", ""content"": ""Okay, how's bunny doing?""}, {""role"": ""user"", ""content"": ""I'm ok, we have gas""}]",Yay!! Now we just need the att people. Unless everything is just in the box they sent
"[{""role"": ""user"", ""content"": ""Morning I love you ?? ??""}, {""role"": ""assistant"", ""content"": ""How was your sleep??""}, {""role"": ""user"", ""content"": ""I slept ok, hbu bubby?""}, {""role"": ""assistant"", ""content"": ""Bubby slept fine He also got the mods done and uploaded a zip file to your OneDrive documents folder so you can unzip it and play the custom profile I made for the server""}, {""role"": ""user"", ""content"": ""I don't remember how to put it on the cursed forge after it's unzipped""}, {""role"": ""assistant"", ""content"": ""Its okay I fix it real quick""}, {""role"": ""user"", ""content"": ""Thank u bubby""}, {""role"": ""assistant"", ""content"": ""It should be there Hold on Ta da I sent it""}, {""role"": ""user"", ""content"": ""I got it!!!!""}, {""role"": ""assistant"", ""content"": ""https://support.curseforge.com/en/support/solutions/articles/9000197912-exporting-and-importing-modpacks This shows how to use the zip file to make a custom profile""}, {""role"": ""user"", ""content"": ""Ok thank u bubby""}, {""role"": ""assistant"", ""content"": ""Im smoking with my family :)""}, {""role"": ""user"", ""content"": ""Ok have fun bubby""}, {""role"": ""assistant"", ""content"": ""Ummmm shit Imma need a minute on that one""}, {""role"": ""user"", ""content"": ""Ok no hurry""}, {""role"": ""assistant"", ""content"": ""Also everyone wants to go out for dinner with Angie for tonight""}, {""role"": ""user"", ""content"": ""It is mother's day baby""}, {""role"": ""assistant"", ""content"": ""I know but I work 172.240.236.116""}, {""role"": ""user"", ""content"": ""Ik I'm sorry bubby""}, {""role"": ""assistant"", ""content"": ""They told me that it is mandatory that I go""}, {""role"": ""user"", ""content"": ""But u can't skip work they should know that""}, {""role"": ""assistant"", ""content"": ""They do They said I'll get there on time fuckin whatever They said they'll bring me back before time :)""}, {""role"": ""user"", ""content"": ""Ok, I love u. Have fun baby""}, {""role"": ""assistant"", ""content"": ""I love you too I on my way back to Percy '( :)*""}, {""role"": ""user"", ""content"": ""Awe ??""}, {""role"": ""assistant"", ""content"": ""He's okay""}, {""role"": ""user"", ""content"": ""Good, I love u both""}, {""role"": ""assistant"", ""content"": ""We're you able to get on the server?""}, {""role"": ""user"", ""content"": ""Yes bubby, we have orcas !!!!!""}, {""role"": ""assistant"", ""content"": ""?? you're cute bunny. I added the backpacks. You can also make ships""}, {""role"": ""user"", ""content"": ""Oooo we can go off island now?""}]",Yes :)
"[{""role"": ""user"", ""content"": ""?????? I get off at 3:30 today bubby""}, {""role"": ""assistant"", ""content"": ""I work at 4 :(""}, {""role"": ""user"", ""content"": ""Awe I sorry bubby""}, {""role"": ""assistant"", ""content"": ""Yay!! How was your day bunny?""}, {""role"": ""user"", ""content"": ""It was nice only 8 kids today""}, {""role"": ""assistant"", ""content"": ""Not terrible Marques was going to take a shower but I've got work lol""}, {""role"": ""user"", ""content"": ""Fair. I love u .15 days kinda kept me going today ngl""}, {""role"": ""assistant"", ""content"": ""I'll keep that in mind""}, {""role"": ""user"", ""content"": ""Are we ok?""}]","Yeah of course, I'll just keep that in mind to help me get through the day I gotta leave now I love you ?? I promise on Athena everything is okay"
"[{""role"": ""user"", ""content"": ""sounds good ! i like there microwave better it's so much easier""}, {""role"": ""assistant"", ""content"": ""Yeah and they have Starbucks""}, {""role"": ""user"", ""content"": ""btw i packed something for u !""}, {""role"": ""assistant"", ""content"": ""Thank you very much""}, {""role"": ""user"", ""content"": ""On my way! to the student center""}, {""role"": ""assistant"", ""content"": ""I am now as well sorry I uh had to do a thing""}, {""role"": ""user"", ""content"": ""ur fine i get us a table !""}, {""role"": ""assistant"", ""content"": ""Betty Betto *""}, {""role"": ""user"", ""content"": ""i liked betty better""}, {""role"": ""assistant"", ""content"": ""Oooooo thats gotta suck Is it in the basement by the vinyl records?""}, {""role"": ""user"", ""content"": ""she was walking into the library at the same time as me but idk where she went""}, {""role"": ""assistant"", ""content"": ""Wdym? The same entrance?""}, {""role"": ""user"", ""content"": ""yes !""}, {""role"": ""assistant"", ""content"": ""That means that she was right behind us Were we talking about her?""}, {""role"": ""user"", ""content"": ""i don't think so bc i think we got to talking about tik tok""}]",That makes sense I dont doubt she was trailing to listen. Or she specifically decided not to for my privacy Either way if she didnt hear anything critical it should be fine
